1, 486 2 69 79 633;
2, 510 2 76 101 890;
3, 483 2 71 82 529;
4, 489 2 73 88 509;
5, 501 2 74 101 451;
6, 420 2 71 65 624;
7, 516 1 61 75 464;
8, 491 1 62 86 529;
9, 481 1 64 101 545;
10, 513 1 66 88 460;
11, 458 1 68 88 466;
12, 502 1 62 79 602;
13, 532 2 71 82 547;
14, 500 2 78 88 985;
15, 474 2 73 81 562;
16, 519 2 74 106 470;
17, 477 2 76 106 549;
18, 516 2 73 70 687;
19, 518 1 62 90 540;
20, 497 1 64 95 496;
21, 477 1 66 84 470;
22, 481 1 68 84 526;
23, 494 1 69 86 442;
24, 506 1 64 86 532;
25, 469 2 69 86 520;
26, 514 2 71 95 515;
27, 483 2 73 88 485;
28, 488 1 74 90 515;
29, 478 1 73 84 495;
30, 488 2 71 90 539;
31, 509 2 69 82 -999;
