1, 493 2 69 95 111;
2, 465 2 69 82 466;
3, 461 2 76 118 487;
4, 449 2 74 101 505;
5, 458 2 73 84 462;
6, 466 2 71 86 122;
7, 444 1 61 93 327;
8, 458 1 61 93 444;
9, 478 1 68 93 431;
10, 434 1 66 98 535;
11, 451 1 64 111 483;
12, 456 1 62 118 442;
13, 442 2 71 69 130;
14, 441 2 71 59 485;
15, 434 2 78 88 494;
16, 460 2 76 90 419;
17, 434 2 74 79 478;
18, 438 2 73 68 268;
19, 454 1 62 101 354;
20, 475 1 62 95 453;
21, 472 1 69 106 431;
22, 463 1 68 98 508;
23, 442 1 66 88 488;
24, 458 1 64 106 465;
25, 470 2 69 86 419;
26, 439 2 71 69 457;
27, 444 2 73 68 419;
28, 494 1 74 71 483;
29, 456 1 73 78 464;
30, 429 1 71 69 453;
31, 463 1 69 82 -999;
